"band","event_date","species_name","age_description","sex_description"
"B18283813732","10/4/86","Yellow-throated Vireo","Unknown","Unknown"
"B18283857117","3/31/86","Red-eyed Vireo","After Hatching Year","Unknown"
"B18293531025","10/2/93","White-eyed Vireo","Hatching Year","Unknown"
"B18293531103","10/2/93","White-eyed Vireo","After Hatching Year","Unknown"
"B18293531198","10/2/93","White-eyed Vireo","Hatching Year","Unknown"
"B18293531828","10/2/93","White-eyed Vireo","Hatching Year","Unknown"
"B18293531989","10/2/93","White-eyed Vireo","Hatching Year","Unknown"
"B18293540158","9/6/93","Traill's Flycatcher","After Hatching Year","Unknown"
"B18293541023","8/29/93","Traill's Flycatcher","After Hatching Year","Unknown"
"B18293541105","8/29/93","Traill's Flycatcher","After Hatching Year","Unknown"
"B18293541114","8/29/93","Traill's Flycatcher","After Hatching Year","Unknown"
"B18293541184","8/29/93","Traill's Flycatcher","After Hatching Year","Unknown"
"B18293541191","8/29/93","Traill's Flycatcher","After Hatching Year","Unknown"
"B18293541744","9/1/93","Traill's Flycatcher","After Hatching Year","Unknown"
"B18293541821","8/31/93","Traill's Flycatcher","After Hatching Year","Unknown"
"B18293541908","8/30/93","Traill's Flycatcher","After Hatching Year","Unknown"
"B18293541982","8/30/93","Traill's Flycatcher","After Hatching Year","Unknown"
"B18293544152","10/2/92","White-eyed Vireo","Hatching Year","Unknown"
"B18293990159","7/12/87","Caribbean Elaenia","After Hatching Year","Unknown"
"B18293991102","9/6/87","Caribbean Elaenia","After Hatching Year","Unknown"
"B18293991193","9/6/87","Caribbean Elaenia","After Hatching Year","Unknown"
"B18293991349","8/30/87","Caribbean Elaenia","After Hatching Year","Unknown"
"B18293991909","9/6/87","Caribbean Elaenia","After Hatching Year","Unknown"
"B18293991989","9/6/87","Caribbean Elaenia","After Hatching Year","Unknown"
"B18293993198","6/13/87","Caribbean Elaenia","After Hatching Year","Unknown"
"B18293994159","4/25/87","Caribbean Elaenia","After Hatching Year","Unknown"
"B18293996159","8/15/87","Caribbean Elaenia","After Hatching Year","Unknown"
"B18303647113","9/10/02","Red-eyed Vireo","After Hatching Year","Unknown"
"B18303647190","9/10/02","Red-eyed Vireo","After Hatching Year","Unknown"
"B17153607136","3/25/19","Yellow-bellied Flycatcher","Second Year","Unknown"
"B18313383063","3/14/82","White-eyed Vireo","After Hatching Year","Unknown"
"B18313385303","2/27/82","White-eyed Vireo","After Hatching Year","Unknown"
"B18313478668","4/8/84","Warbling Vireo","After Hatching Year","Unknown"
"B18313913111","2/28/93","Least Flycatcher","After Hatching Year","Unknown"
"B18323364153","2/22/83","White-eyed Vireo","After Hatching Year","Unknown"
"B18324062150","5/16/05","Great Crested Flycatcher","After Hatching Year","Unknown"
"B17193034251","9/27/19","White-eyed Vireo","Hatching Year","Unknown"
"B17193034413","6/10/19","White-eyed Vireo","Local","Unknown"
"B17193035371","10/13/18","White-eyed Vireo","After Hatching Year","Unknown"
"B17193035931","10/15/18","White-eyed Vireo","Hatching Year","Unknown"
"B17203297113","1/11/17","Acadian Flycatcher","Second Year","Unknown"
"B18324627114","10/23/06","Great Crested Flycatcher","After Hatching Year","Unknown"
"B17213121641","10/7/19","Red-eyed Vireo","Hatching Year","Unknown"
"B17213121702","10/5/19","Red-eyed Vireo","Hatching Year","Unknown"
"B17213121727","10/5/19","Acadian Flycatcher","Hatching Year","Unknown"
"B17213121781","10/6/19","Traill's Flycatcher","Hatching Year","Unknown"
"B17213121867","9/27/19","Red-eyed Vireo","Hatching Year","Unknown"
"B17213121881","9/26/19","Red-eyed Vireo","Hatching Year","Unknown"
"B17213158525","11/28/14","Olive-sided Flycatcher","Second Year","Unknown"
"B17213216297","12/31/13","White-eyed Vireo","Hatching Year","Unknown"
"B17213216901","1/4/14","White-eyed Vireo","Second Year","Unknown"
"B17213222107","1/17/14","White-eyed Vireo","Second Year","Unknown"
"B17213222667","1/23/14","White-eyed Vireo","After Hatching Year","Unknown"
"B17213223542","1/22/14","White-eyed Vireo","After Hatching Year","Unknown"
"B17213223862","1/6/15","White-eyed Vireo","Second Year","Unknown"
"B17213224023","3/3/14","White-eyed Vireo","Second Year","Unknown"
"B18334018051","5/22/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334018138","5/22/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334018153","5/22/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334018218","5/21/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334018373","5/21/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334018454","5/20/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334018530","5/20/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334018853","5/25/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334018933","5/24/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334019171","5/19/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334019198","5/19/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334019259","5/19/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334019338","5/18/06","Red-eyed Vireo","After Hatching Year","Unknown"
"B18334019574","5/18/06","Red-eyed Vireo","After Hatching Year","Unknown"
"B18334019650","5/20/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334019731","5/20/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334019898","5/20/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334019973","5/19/06","Traill's Flycatcher","After Hatching Year","Unknown"
"B18334661194","3/27/13","Yellow-throated Vireo","Second Year","Unknown"
"B18334723118","8/19/11","Dusky-capped Flycatcher","After Hatching Year","Unknown"
"B18334799199","10/8/10","Red-eyed Vireo","Hatching Year","Unknown"
"B19034185008","10/26/79","Great Crested Flycatcher","Hatching Year","Unknown"
"B19034185964","10/26/79","Great Crested Flycatcher","After Hatching Year","Unknown"
"B19034583190","10/22/82","Great Crested Flycatcher","After Hatching Year","Unknown"
"B18343719193","1/31/89","Buff-breasted Flycatcher","After Hatching Year","Unknown"
"B19041279717","2/14/89","Great Kiskadee","After Hatching Year","Unknown"
"B19041279799","2/13/89","Great Kiskadee","After Hatching Year","Unknown"
"B19041367157","1/18/93","Great Kiskadee","After Hatching Year","Unknown"
"B19041367394","1/14/93","Tropical Kingbird","After Hatching Year","Unknown"
"B19041367870","4/9/93","Great Kiskadee","After Hatching Year","Unknown"
"B19041368113","11/22/92","Great Kiskadee","Unknown","Unknown"
"B19041368196","11/22/92","Great Kiskadee","Unknown","Unknown"
"B19041368514","11/10/92","Great Kiskadee","Unknown","Unknown"
"B19041368838","12/2/92","Great Kiskadee","Unknown","Unknown"
"B19041368919","11/25/92","Great Kiskadee","Unknown","Unknown"
"B19041525475","12/5/04","Great Kiskadee","After Hatching Year","Unknown"
"B18353101198","3/27/85","Acadian Flycatcher","After Hatching Year","Unknown"
"B18353103088","3/17/85","Traill's Flycatcher","After Hatching Year","Unknown"
"B18353109483","3/10/86","Acadian Flycatcher","After Hatching Year","Unknown"
"B18353755115","1/30/90","Least Flycatcher","After Hatching Year","Unknown"
"B18354025198","5/12/02","Red-eyed Vireo","After Hatching Year","Unknown"
"B18354843194","5/7/03","Red-eyed Vireo","After Hatching Year","Unknown"
"B17223180522","3/5/15","Black Phoebe","After Hatching Year","Unknown"
"B17223187087","1/20/16","Philadelphia Vireo","Second Year","Unknown"
"B18363187083","10/3/84","Northern Rough-winged Swallow","Unknown","Unknown"
"B18363187726","10/17/84","Eastern Wood-Pewee","Unknown","Unknown"
"B18363187803","10/9/84","Northern Rough-winged Swallow","Unknown","Unknown"
"B18363187881","10/11/84","White-eyed Vireo","Unknown","Unknown"
"B18363187968","10/7/84","Acadian Flycatcher","Unknown","Unknown"
"B18363489119","4/4/86","Western Flycatcher","After Hatching Year","Unknown"
"B18364051421","12/19/03","Cassin's Vireo","Hatching Year","Unknown"
"B17233817577","1/18/18","Yellow-bellied Flycatcher","After Second Year","Unknown"
"B18364130206","10/13/07","Red-eyed Vireo","Hatching Year","Unknown"
"B18364130361","4/24/07","Red-eyed Vireo","After Second Year","Unknown"
"B18364341028","1/25/00","Thick-billed Vireo","Second Year","Unknown"
"B18364341824","1/27/00","Thick-billed Vireo","After Hatching Year","Unknown"
"B18364915419","2/10/07","Philadelphia Vireo","After Hatching Year","Unknown"
"B19051534271","1/26/94","Green Jay","After Second Year","Unknown"
"B19051827550","11/11/93","Great Kiskadee","Hatching Year","Unknown"
"B19051828152","8/7/93","Great Kiskadee","After Hatching Year","Unknown"
"B19051828670","11/11/93","Great Kiskadee","Hatching Year","Unknown"
"B19051960036","1/25/94","Great Kiskadee","After Hatching Year","Unknown"
"B19051960199","1/21/94","Great Kiskadee","After Hatching Year","Unknown"
"B19051960431","11/15/93","Tropical Kingbird","Hatching Year","Unknown"
"B18384251268","2/18/10","Blue-headed Vireo","Second Year","Unknown"
"B18384251504","4/26/98","Blue-headed Vireo","After Hatching Year","Unknown"
"B18384851824","11/28/10","Red-eyed Vireo","Hatching Year","Unknown"
"B18384851985","11/8/10","Red-eyed Vireo","Hatching Year","Unknown"
"B18384867117","1/16/98","White-eyed Vireo","After Hatching Year","Unknown"
"B17273137113","1/16/15","White-eyed Vireo","Second Year","Unknown"
"B17273137562","1/14/15","White-eyed Vireo","After Hatching Year","Unknown"
"B17283214617","11/7/15","Yellow-bellied Flycatcher","Hatching Year","Unknown"
"B17283218371","10/26/16","White-eyed Vireo","Hatching Year","Unknown"
"B17283593112","10/22/19","Yellow-bellied Flycatcher","After Hatching Year","Unknown"
"B17283593198","10/24/19","Yellow-bellied Flycatcher","Hatching Year","Unknown"
"B17283595119","9/19/17","Yellow-bellied Flycatcher","Hatching Year","Male"
"B17293180150","2/2/16","Willow Flycatcher","After Hatching Year","Unknown"
"B17293180447","2/3/16","Willow Flycatcher","After Hatching Year","Unknown"
"B17293180920","2/1/16","Willow Flycatcher","After Hatching Year","Unknown"
"B18403785118","12/27/79","White-eyed Vireo","Unknown","Unknown"
"B18403785194","12/27/79","White-eyed Vireo","Unknown","Unknown"
"B17313825197","1/5/18","Yellow-bellied Flycatcher","After Second Year","Unknown"
"B18413076021","10/21/78","Eastern Wood-Pewee","Hatching Year","Unknown"
"B18413076103","10/21/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B18413076154","10/21/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413076180","10/21/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413076267","10/21/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413076740","10/22/78","Acadian Flycatcher","Hatching Year","Unknown"
"B18413076827","10/22/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413077223","10/7/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413077300","10/7/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B18413077701","10/9/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413077783","10/9/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413077860","10/9/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B18413077947","10/8/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B18413078108","10/1/78","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B18413078157","10/1/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413078184","10/1/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B18413078343","9/30/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413078420","9/30/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413078507","9/30/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413078588","9/30/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413078744","10/2/78","Traill's Flycatcher","After Hatching Year","Unknown"
"B18413078821","10/1/78","Bank Swallow","Hatching Year","Unknown"
"B18413140021","12/2/80","Least Flycatcher","Unknown","Unknown"
"B18413140040","12/2/80","White-eyed Vireo","Unknown","Unknown"
"B18413140153","11/29/80","Yellow-bellied Flycatcher","Unknown","Unknown"
"B18413140180","12/2/80","Least Flycatcher","Unknown","Unknown"
"B18413140421","11/23/80","White-eyed Vireo","Unknown","Unknown"
"B18413140740","12/6/80","White-eyed Vireo","Unknown","Unknown"
"B18413147117","12/2/81","Least Flycatcher","Unknown","Unknown"
"B18413147223","11/28/81","Least Flycatcher","Hatching Year","Unknown"
"B18413148281","11/24/81","Yellow-bellied Flycatcher","Unknown","Unknown"
"B19064368153","1/21/92","Tropical Kingbird","After Hatching Year","Unknown"
"B19064564155","3/18/87","Gray-breasted Martin","After Hatching Year","Unknown"
"B19064726156","5/2/87","Gray Kingbird","After Hatching Year","Female"
"B18413581064","10/2/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413581108","9/29/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413581111","9/29/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413581181","9/29/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413581198","9/29/79","Traill's Flycatcher","After Hatching Year","Unknown"
"B18413581223","9/29/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413581388","9/29/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413581503","9/27/79","Traill's Flycatcher","After Hatching Year","Unknown"
"B18413581585","9/27/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413581741","10/3/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413581904","10/2/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413582108","9/21/79","Traill's Flycatcher","After Hatching Year","Unknown"
"B18413582158","9/21/79","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B18413582184","9/21/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413582343","9/20/79","Traill's Flycatcher","After Hatching Year","Unknown"
"B18413582425","9/19/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413582985","9/25/79","Traill's Flycatcher","Hatching Year","Unknown"
"B18413583113","11/5/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413583143","11/5/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413583195","11/5/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413583228","11/4/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413583304","11/3/78","Traill's Flycatcher","Hatching Year","Unknown"
"B18413653228","4/27/85","Acadian Flycatcher","After Hatching Year","Unknown"
"B18413653625","5/21/85","Yellow-bellied Flycatcher","After Hatching Year","Unknown"
"B18413654583","11/26/83","Yellow-bellied Flycatcher","Unknown","Unknown"
"B18413654666","4/21/85","Yellow-bellied Flycatcher","After Hatching Year","Unknown"
"B18413654984","3/12/85","Yellow-bellied Flycatcher","After Hatching Year","Unknown"
"B18413655621","10/18/83","Acadian Flycatcher","Unknown","Unknown"
"B19071511011","12/8/09","Great Kiskadee","Hatching Year","Unknown"
"B19071511025","12/8/09","Great Kiskadee","Hatching Year","Unknown"
"B19071511111","11/21/09","Great Kiskadee","Hatching Year","Unknown"
"B19071511171","11/25/09","Great Kiskadee","After Hatching Year","Unknown"
"B19071511251","11/16/09","Great Kiskadee","After Hatching Year","Unknown"
"B19071511661","2/22/10","Great Kiskadee","Second Year","Unknown"
"B19071511711","1/20/10","Great Kiskadee","After Hatching Year","Unknown"
"B19071511899","1/19/10","Great Kiskadee","Second Year","Unknown"
"B19071511951","12/19/09","Great Kiskadee","After Hatching Year","Unknown"
"B17324721424","4/26/16","Bahama Swallow","After Hatching Year","Male"
"B17324721507","6/21/15","Bahama Swallow","After Hatching Year","Male"
"B17324721582","6/22/15","Bahama Swallow","Hatching Year","Unknown"
"B17324722152","5/5/15","Bahama Swallow","After Hatching Year","Male"
"B17333809118","3/27/17","Acadian Flycatcher","After Second Year","Unknown"
"B17333809190","4/10/17","Acadian Flycatcher","Second Year","Unknown"
"B17343414374","3/12/10","White-eyed Vireo","Second Year","Unknown"
"B17343414774","3/11/14","White-eyed Vireo","Second Year","Unknown"
"B17343414853","3/9/11","White-eyed Vireo","Second Year","Unknown"
"B17343599199","1/17/14","Acadian Flycatcher","After Hatching Year","Unknown"
"B17353851741","12/2/14","White-eyed Vireo","After Hatching Year","Unknown"
