"band","event_date","species_name","band_type_description","bird_status_description","age_description","sex_description"
"B41924388514","2/6/07","Tropical Kingbird","aluminum\butt end","Normal wild bird.","After Second Year","Male"
"B41924388593","2/8/07","Tropical Kingbird","aluminum\butt end","Normal wild bird.","Second Year","Female"
"B38863611311","7/23/16","White-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B38863611391","8/9/16","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B38863612916","2/7/16","White-eyed Vireo","aluminum\butt end","Normal wild bird.","Third Year","Male"
"B38863613341","8/26/91","White-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B41934921311","4/24/88","Gray Kingbird","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B41934978114","3/9/09","Scissor-tailed Flycatcher","aluminum\butt end","Normal wild bird.","Second Year","Male"
"B41934978277","3/9/09","Tropical Kingbird","aluminum\butt end","Normal wild bird.","Second Year","Male"
"B41934978358","2/4/09","Tropical Kingbird","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B41934978479","2/4/09","Tropical Kingbird","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B39243575875","5/2/67","Vermilion Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B39254344845","6/21/74","Brown-crested Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B46443892412","11/23/96","Hammond's Flycatcher","bimetallic\butt end","Normal wild bird.","After Hatching Year","Female"
"B47324708517","3/19/15","Black-whiskered Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Female"
"B47324721437","6/23/15","Bahama Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B47324722033","6/15/15","Bahama Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Female"
"B47324722112","5/10/15","Bahama Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Female"
"B47324722194","5/11/15","Bahama Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B47324722277","5/5/15","Bahama Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B47324722352","4/26/15","Bahama Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B47324722992","6/29/15","Bahama Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Female"
"B39304979539","3/24/64","Purple Martin","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B47243546903","4/16/15","Red-eyed Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Second Year","Male"
"B47373236472","6/25/14","Bahama Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B48223100470","9/11/86","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B48223103432","10/19/85","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Male"
"B48223104223","10/14/85","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Female"
"B48223104301","10/14/85","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Male"
"B48223104622","10/18/85","Barn Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B48223104940","10/17/85","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Female"
"B48223108472","10/29/86","Western Wood-Pewee","aluminum\butt end","Normal wild bird.","Hatching Year","Female"
"B48223109439","10/9/86","Traill's Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Female"
"B47404868576","5/6/11","Eastern Kingbird","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Male"
"B47413874657","2/4/09","Yellow-bellied Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B48264184472","1/23/07","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B48264184914","12/14/08","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B48264185238","1/28/04","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B48264459166","3/17/06","Ash-throated Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B48264497964","2/25/06","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B48264630196","5/10/05","Eastern Kingbird","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B48273934303","9/5/91","Barn Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B48273934463","9/11/90","Barn Swallow","aluminum\butt end","Normal wild bird.","Second Year","Female"
"B48274960832","5/24/01","Cassin's Kingbird","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B47434867474","12/26/16","Loggerhead Shrike","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Hatching Year","Female"
"B48283854472","3/6/86","Least Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B48293994623","5/10/87","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B48293994789","5/10/87","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B48293994864","5/9/87","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B48294472682","1/8/07","Gray Kingbird","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B48294474049","2/16/07","Gray Kingbird","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B48294485232","1/28/07","Western Kingbird","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B48294485319","1/28/07","Tropical Kingbird","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B48294485324","1/28/07","Western Kingbird","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B48294485394","1/28/07","Tropical Kingbird","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B48294487402","1/24/05","Cassin's Kingbird","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B48294918431","5/4/02","Western Kingbird","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B48854091230","5/12/75","Eastern Kingbird","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B48854091391","2/17/75","Rose-throated Becard","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B47444247062","4/2/16","Red-eyed Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Male"
"B47444247954","4/3/16","Red-eyed Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Male"
"B47453146174","5/2/11","Least Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B48871911431","4/6/05","Great Kiskadee","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B48334676433","11/13/09","Black-capped Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B48334729073","3/30/08","Blue-headed Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B47463640090","4/6/11","Northern Rough-winged Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Female"
"B47463641176","3/16/11","Northern Rough-winged Swallow","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B47463644734","4/24/11","Vermilion Flycatcher","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Second Year","Male"
"B47464212112","4/4/18","Red-eyed Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Female"
"B47464856416","4/14/17","Red-eyed Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B47464856574","4/14/17","Red-eyed Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Second Year","Female"
"B47464857617","4/14/17","Red-eyed Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Male"
"B47464894176","9/21/18","Red-eyed Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Hatching Year","Male"
"B47464894198","9/21/18","Red-eyed Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Hatching Year","Male"
"B48353439009","3/2/93","Hutton's Vireo","aluminum\butt end","Normal wild bird.","After Second Year","Male"
"B48363440444","1/10/85","Yellow-bellied Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B48363480123","3/15/85","Vermilion Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B48393486443","2/1/86","Yellow-bellied Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B47504618037","6/4/10","Black-whiskered Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Hatching Year","Male"
"B48394737797","5/13/02","Scissor-tailed Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B47514547155","4/9/11","Tropical Kingbird","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Second Year","Male"
"B47514549435","3/19/11","Brown-crested Flycatcher","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Male"
"B47514549474","3/25/11","Tropical Kingbird","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Male"
"B47514549637","4/2/11","Brown-crested Flycatcher","aluminum\butt-end (toll-free /web address)","Normal wild bird.","After Second Year","Male"
"B48923418369","7/5/65","Vermilion Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B48414470444","2/26/94","Ash-throated Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B48414470478","3/8/94","Nutting's Flycatcher","aluminum\butt-end new address","Normal wild bird.","Second Year","Female"
"B48943740180","2/22/61","Bell's Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B48943740587","2/11/61","Yellow-bellied Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B47604172116","6/7/09","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B47604172190","6/7/09","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B47604172274","6/7/09","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B47604175074","5/13/09","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B47604175634","6/6/09","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B47604175711","5/29/09","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B47604175797","6/3/09","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B47604175875","5/22/09","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B47604175957","5/14/09","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B47613946851","3/21/14","Vermilion Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B47614402686","4/6/09","Thick-billed Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B47614824192","3/24/09","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B47614825631","5/22/09","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B47614857634","5/30/08","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B47614857795","5/30/08","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B47614858915","6/5/08","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B47614858998","6/9/08","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B47614859077","7/3/08","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B47614859958","7/18/08","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B48444013951","6/3/93","Yellow-bellied Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B47664197439","5/22/09","Yellow-green Vireo","aluminum\butt-end (toll-free /web address)","Normal wild bird.","Second Year","Male"
"B48444555934","3/16/94","Rose-throated Becard","aluminum\butt end","Normal wild bird.","After Second Year","Male"
"B48444555944","3/16/94","Rose-throated Becard","aluminum\butt end","Normal wild bird.","Second Year","Male"
"B48993440363","5/31/65","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B48993446288","8/27/65","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B48993449729","7/2/65","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B47683143258","3/21/05","Black-capped Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B47693044133","5/5/04","Western Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B47693044466","4/27/04","Warbling Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B47704455310","4/17/13","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
